tamanho,tempo_ms
10000.0,33.0
10000.0,31.0
10000.0,35.0
10000.0,32.0
10000.0,31.0
10000.0,32.0
10000.0,31.0
10000.0,32.0
10000.0,31.0
10000.0,31.0
