tamanho,tempo_ms,
300000,105,072
tamanho,tempo_ms,
300000,101,727
tamanho,tempo_ms,
300000,112,491
tamanho,tempo_ms,
300000,99,510
tamanho,tempo_ms,
300000,104,294
tamanho,tempo_ms,
300000,99,887
tamanho,tempo_ms,
300000,103,889
tamanho,tempo_ms,
300000,101,921
tamanho,tempo_ms,
300000,113,178
tamanho,tempo_ms,
300000,104,654
