tamanho,tempo_ms,
100000,4008,286
tamanho,tempo_ms,
100000,4046,526
tamanho,tempo_ms,
100000,4056,404
tamanho,tempo_ms,
100000,3959,148
tamanho,tempo_ms,
100000,4029,484
tamanho,tempo_ms,
100000,4065,865
tamanho,tempo_ms,
100000,4027,512
tamanho,tempo_ms,
100000,4050,420
tamanho,tempo_ms,
100000,4029,117
tamanho,tempo_ms,
100000,4067,260
