tamanho,tempo_ms
1000000.0,635.0
1000000.0,659.0
1000000.0,628.0
1000000.0,635.0
1000000.0,681.0
1000000.0,636.0
1000000.0,641.0
1000000.0,640.0
1000000.0,630.0
1000000.0,607.0
