tamanho,tempo_ms
800000.0,468.0
800000.0,453.0
800000.0,478.0
800000.0,463.0
800000.0,454.0
800000.0,462.0
800000.0,536.0
800000.0,474.0
800000.0,470.0
800000.0,478.0
