tamanho,tempo_ms,
10000,85,707
tamanho,tempo_ms,
10000,89,217
tamanho,tempo_ms,
10000,88,168
tamanho,tempo_ms,
10000,90,324
tamanho,tempo_ms,
10000,93,302
tamanho,tempo_ms,
10000,88,504
tamanho,tempo_ms,
10000,89,392
tamanho,tempo_ms,
10000,87,761
tamanho,tempo_ms,
10000,83,463
tamanho,tempo_ms,
10000,98,255
