tamanho,tempo_ms
1000000.0,281.0
1000000.0,296.0
1000000.0,281.0
1000000.0,299.0
1000000.0,286.0
1000000.0,301.0
1000000.0,257.0
1000000.0,280.0
1000000.0,258.0
1000000.0,259.0
