tamanho,tempo_ms
1000000.0,4051976.196
1000000.0,3919607.344
1000000.0,4071798.752
1000000.0,4159058.791
1000000.0,4114686.62
1000000.0,3903863.876
1000000.0,4233057.061
1000000.0,3880712.172
1000000.0,4374861.791
1000000.0,4367399.794
