tamanho,tempo_ms
10000.0,52.0
10000.0,53.0
10000.0,46.0
10000.0,55.0
10000.0,46.0
10000.0,53.0
10000.0,51.0
10000.0,52.0
10000.0,53.0
10000.0,55.0
