tamanho,tempo_ms,
50000,943,230
tamanho,tempo_ms,
50000,952,427
tamanho,tempo_ms,
50000,957,034
tamanho,tempo_ms,
50000,949,466
tamanho,tempo_ms,
50000,946,242
tamanho,tempo_ms,
50000,949,698
tamanho,tempo_ms,
50000,941,038
tamanho,tempo_ms,
50000,948,671
tamanho,tempo_ms,
50000,985,017
tamanho,tempo_ms,
50000,942,771
