tamanho,tempo_ms,
10000,2,378
tamanho,tempo_ms,
10000,2,269
tamanho,tempo_ms,
10000,2,271
tamanho,tempo_ms,
10000,2,255
tamanho,tempo_ms,
10000,2,239
tamanho,tempo_ms,
10000,2,207
tamanho,tempo_ms,
10000,2,684
tamanho,tempo_ms,
10000,3,148
tamanho,tempo_ms,
10000,2,235
tamanho,tempo_ms,
10000,3,039
