tamanho,tempo_ms
50000.0,8.0
50000.0,10.0
50000.0,10.0
50000.0,8.0
50000.0,8.0
50000.0,10.0
50000.0,11.0
50000.0,9.0
50000.0,11.0
50000.0,11.0
