tamanho,tempo_ms,
800000,478,907
tamanho,tempo_ms,
800000,470,467
tamanho,tempo_ms,
800000,478,457
tamanho,tempo_ms,
800000,468,939
tamanho,tempo_ms,
800000,474,142
tamanho,tempo_ms,
800000,453,651
tamanho,tempo_ms,
800000,454,165
tamanho,tempo_ms,
800000,536,091
tamanho,tempo_ms,
800000,463,686
tamanho,tempo_ms,
800000,462,270
