tamanho,tempo_ms
50000.0,1653.0
50000.0,1644.0
50000.0,1600.0
50000.0,1592.0
50000.0,1646.0
50000.0,1592.0
50000.0,1601.0
50000.0,1651.0
50000.0,1631.0
50000.0,1592.0
