tamanho,tempo_ms,
50000,4808,846
tamanho,tempo_ms,
50000,4743,910
tamanho,tempo_ms,
50000,4847,235
tamanho,tempo_ms,
50000,4819,833
tamanho,tempo_ms,
50000,4779,739
tamanho,tempo_ms,
50000,4799,040
tamanho,tempo_ms,
50000,4857,381
tamanho,tempo_ms,
50000,4738,338
tamanho,tempo_ms,
50000,4845,916
tamanho,tempo_ms,
50000,4832,744
