tamanho,tempo_ms,
50000,1653,503
tamanho,tempo_ms,
50000,1600,384
tamanho,tempo_ms,
50000,1601,874
tamanho,tempo_ms,
50000,1644,085
tamanho,tempo_ms,
50000,1592,789
tamanho,tempo_ms,
50000,1646,086
tamanho,tempo_ms,
50000,1592,059
tamanho,tempo_ms,
50000,1592,568
tamanho,tempo_ms,
50000,1631,823
tamanho,tempo_ms,
50000,1651,507
