tamanho,tempo_ms
1000000.0,7125577.635
1000000.0,7101994.351
1000000.0,6559477.693
1000000.0,6520256.678
1000000.0,6807202.578
1000000.0,6578730.318
1000000.0,6743585.659
1000000.0,6387242.939
1000000.0,7056750.119
1000000.0,7127205.684
