tamanho,tempo_ms,
800000,240,180
tamanho,tempo_ms,
800000,230,788
tamanho,tempo_ms,
800000,233,589
tamanho,tempo_ms,
800000,232,211
tamanho,tempo_ms,
800000,236,352
tamanho,tempo_ms,
800000,235,947
tamanho,tempo_ms,
800000,237,690
tamanho,tempo_ms,
800000,232,958
tamanho,tempo_ms,
800000,236,630
tamanho,tempo_ms,
800000,234,410
