tamanho,tempo_ms
50000.0,4808.0
50000.0,4847.0
50000.0,4743.0
50000.0,4857.0
50000.0,4738.0
50000.0,4819.0
50000.0,4779.0
50000.0,4832.0
50000.0,4845.0
50000.0,4799.0
