tamanho,tempo_ms
100000.0,24917.0
100000.0,24976.0
100000.0,24994.0
100000.0,24998.0
100000.0,25000.0
100000.0,24928.0
100000.0,24934.0
100000.0,24996.0
100000.0,24945.0
100000.0,25051.0
