tamanho,tempo_ms
1000000.0,239.0
1000000.0,232.0
1000000.0,240.0
1000000.0,233.0
1000000.0,258.0
1000000.0,225.0
1000000.0,232.0
1000000.0,250.0
1000000.0,223.0
1000000.0,227.0
