tamanho,tempo_ms
300000.0,52.0
300000.0,52.0
300000.0,52.0
300000.0,48.0
300000.0,50.0
300000.0,49.0
300000.0,49.0
300000.0,47.0
300000.0,48.0
300000.0,48.0
