tamanho,tempo_ms
100000.0,61.0
100000.0,50.0
100000.0,52.0
100000.0,49.0
100000.0,47.0
100000.0,48.0
100000.0,49.0
100000.0,55.0
100000.0,49.0
100000.0,48.0
