tamanho,tempo_ms
800000.0,811602.039
800000.0,800040.747
800000.0,857823.4
800000.0,768105.431
800000.0,765364.432
800000.0,791788.171
800000.0,801199.721
800000.0,801984.168
800000.0,858686.787
800000.0,800280.084
