tamanho,tempo_ms,
1000000,630,754
tamanho,tempo_ms,
1000000,641,390
tamanho,tempo_ms,
1000000,607,129
tamanho,tempo_ms,
1000000,640,343
tamanho,tempo_ms,
1000000,681,211
tamanho,tempo_ms,
1000000,635,523
tamanho,tempo_ms,
1000000,635,099
tamanho,tempo_ms,
1000000,628,807
tamanho,tempo_ms,
1000000,636,422
tamanho,tempo_ms,
1000000,659,841
