tamanho,tempo_ms,
100000,24917,057
tamanho,tempo_ms,
100000,24996,480
tamanho,tempo_ms,
100000,24928,612
tamanho,tempo_ms,
100000,24976,596
tamanho,tempo_ms,
100000,24945,024
tamanho,tempo_ms,
100000,24994,616
tamanho,tempo_ms,
100000,24934,552
tamanho,tempo_ms,
100000,24998,736
tamanho,tempo_ms,
100000,25051,404
tamanho,tempo_ms,
100000,25000,626
