tamanho,tempo_ms
300000.0,265663.0
300000.0,271011.0
300000.0,265900.0
300000.0,275517.0
300000.0,265424.0
300000.0,271557.0
300000.0,271151.0
300000.0,271048.0
300000.0,270311.0
300000.0,271312.0
