tamanho,tempo_ms,
10000,46,668
tamanho,tempo_ms,
10000,46,416
tamanho,tempo_ms,
10000,55,603
tamanho,tempo_ms,
10000,53,165
tamanho,tempo_ms,
10000,52,012
tamanho,tempo_ms,
10000,53,432
tamanho,tempo_ms,
10000,52,378
tamanho,tempo_ms,
10000,51,631
tamanho,tempo_ms,
10000,55,129
tamanho,tempo_ms,
10000,53,911
