tamanho,tempo_ms
800000.0,1478504.92
800000.0,1484950.335
800000.0,1495668.093
800000.0,1514054.327
800000.0,1557013.158
800000.0,1452461.814
800000.0,1484300.005
800000.0,1471112.858
800000.0,1471013.486
800000.0,1449698.658
