tamanho,tempo_ms
100000.0,25.0
100000.0,24.0
100000.0,25.0
100000.0,24.0
100000.0,24.0
100000.0,25.0
100000.0,25.0
100000.0,29.0
100000.0,25.0
100000.0,24.0
